Population,YearCollected,DayCollected,ChillingTime,Germinated
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
12,2009,267,12,N
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,Y
9,2008,203,12,N
9,2008,203,12,N
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,Y
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
5,2009,161,12,N
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,Y
2,2006,191,12,N
2,2006,191,12,N
2,2006,191,12,N
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,Y
7,2008,204,12,N
7,2008,204,12,N
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,Y
4,2009,162,12,N
4,2009,162,12,N
4,2009,162,12,N
4,2009,162,12,N
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
3,2009,164,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,Y
1,2007,138,12,N
